1; 366; 14060
2; 393; 14060
3; 418; 14060
4; 441; 14060
5; 463; 14060
6; 487; 14060
7; 521; 14056
8; 544; 14056
9; 565; 14056
10; 587; 14056
11; 609; 14056
12; 630; 14056
13; 664; 14056
14; 697; 14056
15; 725; 14056
16; 746; 14056
17; 768; 14056
18; 789; 14056
19; 810; 14056
20; 831; 14056
21; 852; 14056
22; 873; 14056
23; 894; 14056
24; 914; 14056
25; 944; 14056
26; 976; 14056
27; 1009; 14056
28; 1042; 14056
29; 1076; 14056
30; 1100; 14056
31; 1122; 14056
32; 1143; 14056
33; 1163; 14056
34; 1184; 14056
35; 1206; 14056
36; 1229; 14056
37; 1250; 14056
38; 1272; 14033
39; 1293; 14033
40; 1314; 14033
41; 1335; 14033
42; 1357; 14033
43; 1378; 14033
44; 1399; 14033
45; 1420; 14033
46; 1441; 14033
47; 1462; 14033
48; 1484; 14033
49; 1505; 14033
50; 1525; 14033
51; 1546; 14033
52; 1568; 14033
53; 1589; 14033
54; 1611; 14033
55; 1632; 14033
56; 1654; 14033
57; 1675; 14033
58; 1696; 14033
59; 1717; 14033
60; 1738; 14033
61; 1759; 14033
62; 1780; 14033
63; 1800; 14033
64; 1822; 14033
65; 1844; 14033
66; 1864; 14033
67; 1885; 14033
68; 1905; 14033
69; 1926; 14033
70; 1947; 14033
71; 1967; 14033
72; 1988; 14033
73; 2009; 14033
74; 2030; 14033
75; 2051; 14033
76; 2071; 14033
77; 2092; 14033
78; 2113; 14033
79; 2134; 14033
80; 2156; 14033
81; 2177; 14033
82; 2198; 14033
83; 2218; 14033
84; 2239; 14033
85; 2260; 14033
86; 2280; 14033
87; 2302; 14033
88; 2322; 14033
89; 2343; 14033
90; 2364; 14033
91; 2385; 14033
92; 2405; 14033
93; 2426; 14033
94; 2448; 14033
95; 2469; 14033
96; 2489; 14033
97; 2510; 14033
98; 2531; 14033
99; 2552; 14033
100; 2578; 14033
101; 2602; 14033
102; 2623; 14033
103; 2645; 14033
104; 2666; 14033
105; 2688; 14033
106; 2709; 14033
107; 2731; 14033
108; 2753; 14033
109; 2775; 14033
110; 2797; 14033
111; 2820; 14033
112; 2843; 14033
113; 2864; 14033
114; 2886; 14033
115; 2908; 14033
116; 2929; 14033
117; 2950; 14033
118; 2971; 14033
119; 2992; 14033
120; 3013; 14033
2, 16, 8, 14, 13, 7, 18, 12, 15, 5, 6, 0, 1, 3, 4, 17, 19, 11, 10, 9, 1; 21; 14104
2; 41; 14059
3; 63; 14059
4; 84; 14059
5; 105; 14059
6; 126; 14059
7; 147; 14059
8; 168; 14046
9; 190; 14046
10; 211; 14041
11; 232; 14041
12; 253; 14041
13; 274; 14041
14; 294; 14041
15; 316; 14041
16; 337; 14041
17; 358; 14041
18; 379; 14041
19; 400; 14041
20; 422; 14041
21; 444; 14041
22; 465; 14041
23; 486; 14041
24; 507; 14041
25; 531; 14041
26; 555; 14041
27; 578; 14041
28; 601; 14041
29; 623; 14041
30; 646; 14041
31; 668; 14041
32; 691; 14041
33; 713; 14041
34; 736; 14041
35; 758; 14041
36; 780; 14041
37; 803; 14041
38; 826; 14041
39; 848; 14041
40; 871; 14041
41; 894; 14041
42; 918; 14041
43; 940; 14041
44; 961; 14041
45; 982; 14041
46; 1005; 14041
47; 1027; 14041
48; 1049; 14041
49; 1070; 14041
50; 1095; 14041
51; 1116; 14041
52; 1138; 14041
53; 1160; 14041
54; 1182; 14041
55; 1202; 14041
56; 1224; 14041
57; 1246; 14041
58; 1268; 14041
59; 1290; 14041
60; 1312; 14041
61; 1333; 14041
62; 1355; 14041
63; 1376; 14041
64; 1399; 14041
65; 1420; 14041
66; 1451; 14041
67; 1474; 14041
68; 1495; 14041
69; 1516; 14041
70; 1541; 14041
71; 1569; 14041
72; 1595; 14041
73; 1616; 14041
74; 1637; 14041
75; 1658; 14041
76; 1679; 14041
77; 1704; 14041
78; 1724; 14041
79; 1746; 14041
80; 1768; 14033
81; 1798; 14033
82; 1823; 14033
83; 1847; 14033
84; 1871; 14033
85; 1894; 14033
86; 1917; 14033
87; 1941; 14033
88; 1964; 14033
89; 1987; 14033
90; 2011; 14033
91; 2034; 14033
92; 2059; 14033
93; 2083; 14033
94; 2108; 14033
95; 2130; 14033
96; 2152; 14033
97; 2174; 14033
98; 2196; 14033
99; 2218; 14033
100; 2239; 14033
101; 2261; 14033
102; 2283; 14033
103; 2304; 14033
104; 2326; 14033
105; 2348; 14033
106; 2369; 14033
107; 2390; 14033
108; 2412; 14033
109; 2434; 14033
110; 2456; 14033
111; 2477; 14033
112; 2500; 14033
113; 2520; 14033
114; 2541; 14033
115; 2563; 14033
116; 2583; 14033
117; 2605; 14033
118; 2637; 14033
119; 2659; 14033
120; 2680; 14033
121; 2702; 14033
122; 2725; 14033
123; 2747; 14033
124; 2767; 14033
125; 2789; 14033
126; 2810; 14033
127; 2832; 14033
128; 2853; 14033
129; 2874; 14033
130; 2896; 14033
131; 2917; 14033
132; 2942; 14033
